Country,Year,Points_type,From,To,Points
luxembourg-1962,1962,Points given,the-netherlands,sweden,1
luxembourg-1962,1962,Points given,france,yugoslavia,3
luxembourg-1962,1962,Points given,france,norway,2
luxembourg-1962,1962,Points given,france,monaco,1
luxembourg-1962,1962,Points given,norway,france,3
luxembourg-1962,1962,Points given,norway,monaco,2
luxembourg-1962,1962,Points given,norway,finland,1
luxembourg-1962,1962,Points given,switzerland,france,3
luxembourg-1962,1962,Points given,switzerland,united kingdom,2
luxembourg-1962,1962,Points given,switzerland,luxembourg,1
luxembourg-1962,1962,Points given,yugoslavia,france,3
luxembourg-1962,1962,Points given,yugoslavia,united kingdom,2
luxembourg-1962,1962,Points given,yugoslavia,italy,1
luxembourg-1962,1962,Points given,united-kingdom,finland,3
luxembourg-1962,1962,Points given,united-kingdom,germany,2
luxembourg-1962,1962,Points given,united-kingdom,france,1
luxembourg-1962,1962,Points given,luxembourg,monaco,3
luxembourg-1962,1962,Points given,luxembourg,italy,2
luxembourg-1962,1962,Points given,luxembourg,france,1
luxembourg-1962,1962,Points given,italy,yugoslavia,3
luxembourg-1962,1962,Points given,italy,france,2
luxembourg-1962,1962,Points given,italy,denmark,1
luxembourg-1962,1962,Points given,monaco,luxembourg,3
luxembourg-1962,1962,Points given,monaco,germany,2
luxembourg-1962,1962,Points given,monaco,france,1
cannes-1961,1961,Points given,spain,united kingdom,3
cannes-1961,1961,Points given,spain,luxembourg,2
cannes-1961,1961,Points given,spain,france,2
cannes-1961,1961,Points given,spain,norway,1
cannes-1961,1961,Points given,spain,switzerland,1
cannes-1961,1961,Points given,spain,monaco,1
cannes-1961,1961,Points given,monaco,luxembourg,4
cannes-1961,1961,Points given,monaco,switzerland,2
cannes-1961,1961,Points given,monaco,france,2
cannes-1961,1961,Points given,monaco,italy,1
cannes-1961,1961,Points given,monaco,spain,1
cannes-1961,1961,Points given,austria,luxembourg,4
cannes-1961,1961,Points given,austria,yugoslavia,3
cannes-1961,1961,Points given,austria,switzerland,2
cannes-1961,1961,Points given,austria,germany,1
cannes-1961,1961,Points given,finland,luxembourg,3
cannes-1961,1961,Points given,finland,monaco,3
cannes-1961,1961,Points given,finland,norway,2
cannes-1961,1961,Points given,finland,denmark,1
cannes-1961,1961,Points given,finland,france,1
cannes-1961,1961,Points given,yugoslavia,luxembourg,5
cannes-1961,1961,Points given,yugoslavia,the netherlands,2
cannes-1961,1961,Points given,yugoslavia,italy,1
cannes-1961,1961,Points given,yugoslavia,norway,1
cannes-1961,1961,Points given,yugoslavia,switzerland ,1
cannes-1961,1961,Points given,the-netherlands,united kingdom,3
cannes-1961,1961,Points given,the-netherlands,switzerland,2
cannes-1961,1961,Points given,the-netherlands,italy,1
cannes-1961,1961,Points given,the-netherlands,yugoslavia,1
cannes-1961,1961,Points given,the-netherlands,spain,1
cannes-1961,1961,Points given,the-netherlands,denmark,1
cannes-1961,1961,Points given,the-netherlands,luxembourg,1
cannes-1961,1961,Points given,sweden,switzerland,4
cannes-1961,1961,Points given,sweden,denmark,2
cannes-1961,1961,Points given,sweden,luxembourg,1
cannes-1961,1961,Points given,sweden,france,1
cannes-1961,1961,Points given,sweden,germany,1
cannes-1961,1961,Points given,sweden,spain,1
cannes-1961,1961,Points given,germany,luxembourg,5
cannes-1961,1961,Points given,germany,france,4
cannes-1961,1961,Points given,germany,the netherlands,1
cannes-1961,1961,Points given,france,yugoslavia,2
cannes-1961,1961,Points given,france,sweden,2
cannes-1961,1961,Points given,france,spain,2
cannes-1961,1961,Points given,france,finland,1
cannes-1961,1961,Points given,france,the netherlands,1
cannes-1961,1961,Points given,france,luxembourg,1
cannes-1961,1961,Points given,france,italy,1
cannes-1961,1961,Points given,switzerland,united kingdom,7
cannes-1961,1961,Points given,switzerland,luxembourg,1
cannes-1961,1961,Points given,switzerland,yugoslavia,1
cannes-1961,1961,Points given,switzerland,monaco,1
cannes-1961,1961,Points given,belgium,norway,5
cannes-1961,1961,Points given,belgium,italy,4
cannes-1961,1961,Points given,belgium,united kingdom,1
cannes-1961,1961,Points given,norway,denmark,8
cannes-1961,1961,Points given,norway,spain,2
cannes-1961,1961,Points given,denmark,italy,4
cannes-1961,1961,Points given,denmark,united kingdom,1
cannes-1961,1961,Points given,denmark,luxembourg,1
cannes-1961,1961,Points given,denmark,norway,1
cannes-1961,1961,Points given,denmark,germany,1
cannes-1961,1961,Points given,denmark,yugoslavia,1
cannes-1961,1961,Points given,denmark,finland,1
cannes-1961,1961,Points given,luxembourg,united kingdom,8
cannes-1961,1961,Points given,luxembourg,belgium,1
cannes-1961,1961,Points given,luxembourg,france,1
cannes-1961,1961,Points given,united-kingdom,finland,2
cannes-1961,1961,Points given,united-kingdom,france,2
cannes-1961,1961,Points given,united-kingdom,switzerland,2
cannes-1961,1961,Points given,united-kingdom,spain,1
cannes-1961,1961,Points given,united-kingdom,austria,1
cannes-1961,1961,Points given,united-kingdom,monaco,1
cannes-1961,1961,Points given,united-kingdom,yugoslavia,1
cannes-1961,1961,Points given,italy,luxembourg,3
cannes-1961,1961,Points given,italy,switzerland,2
cannes-1961,1961,Points given,italy,the netherlands,2
cannes-1961,1961,Points given,italy,finland,2
cannes-1961,1961,Points given,italy,united kingdom,1
london-1960,1960,Points given,united-kingdom,france,5
london-1960,1960,Points given,united-kingdom,austria,2
london-1960,1960,Points given,united-kingdom,monaco,1
london-1960,1960,Points given,united-kingdom,norway,1
london-1960,1960,Points given,united-kingdom,denmark,1
london-1960,1960,Points given,sweden,france,4
london-1960,1960,Points given,sweden,belgium,4
london-1960,1960,Points given,sweden,germany,1
london-1960,1960,Points given,sweden,united kingdom,1
london-1960,1960,Points given,luxembourg,united kingdom,5
london-1960,1960,Points given,luxembourg,france,1
london-1960,1960,Points given,luxembourg,italy,1
london-1960,1960,Points given,luxembourg,switzerland,1
london-1960,1960,Points given,luxembourg,monaco,1
london-1960,1960,Points given,luxembourg,denmark,1
london-1960,1960,Points given,denmark,france,4
london-1960,1960,Points given,denmark,monaco,2
london-1960,1960,Points given,denmark,austria,2
london-1960,1960,Points given,denmark,norway,2
london-1960,1960,Points given,belgium,france,3
london-1960,1960,Points given,belgium,germany,2
london-1960,1960,Points given,belgium,austria,1
london-1960,1960,Points given,belgium,norway,1
london-1960,1960,Points given,belgium,united kingdom,1
london-1960,1960,Points given,belgium,the netherlands,1
london-1960,1960,Points given,belgium,italy,1
london-1960,1960,Points given,norway,france,5
london-1960,1960,Points given,norway,denmark ,2
london-1960,1960,Points given,norway,united kingdom,2
london-1960,1960,Points given,norway,switzerland,1
london-1960,1960,Points given,austria,united kingdom,3
london-1960,1960,Points given,austria,germany,2
london-1960,1960,Points given,austria,switzerland,2
london-1960,1960,Points given,austria,france,1
london-1960,1960,Points given,austria,norway,1
london-1960,1960,Points given,austria,belgium,1
london-1960,1960,Points given,monaco,france,5
london-1960,1960,Points given,monaco,italy,2
london-1960,1960,Points given,monaco,germany,2
london-1960,1960,Points given,monaco,united kingdom,1
london-1960,1960,Points given,switzerland,norway,4
london-1960,1960,Points given,switzerland,united kingdom,4
london-1960,1960,Points given,switzerland,france,1
london-1960,1960,Points given,switzerland,monaco,1
london-1960,1960,Points given,the-netherlands,united kingdom,5
london-1960,1960,Points given,the-netherlands,france,2
london-1960,1960,Points given,the-netherlands,italy,1
london-1960,1960,Points given,the-netherlands,norway,1
london-1960,1960,Points given,the-netherlands,sweden,1
london-1960,1960,Points given,germany,monaco,7
london-1960,1960,Points given,germany,france,1
london-1960,1960,Points given,germany,belgium,1
london-1960,1960,Points given,germany,united kingdom,1
london-1960,1960,Points given,italy,belgium,3
london-1960,1960,Points given,italy,united kingdom,2
london-1960,1960,Points given,italy,switzerland,1
london-1960,1960,Points given,italy,austria,1
london-1960,1960,Points given,italy,the netherlands,1
london-1960,1960,Points given,italy,luxembourg,1
london-1960,1960,Points given,italy,sweden,1
london-1960,1960,Points given,france,germany,4
london-1960,1960,Points given,france,monaco,3
london-1960,1960,Points given,france,sweden,2
london-1960,1960,Points given,france,norway,1
cannes-1959,1959,Points given,france,the netherlands,4
cannes-1959,1959,Points given,france,italy,3
cannes-1959,1959,Points given,france,germany,2
cannes-1959,1959,Points given,france,united kingdom,1
cannes-1959,1959,Points given,denmark,france,4
cannes-1959,1959,Points given,denmark,belgium,2
cannes-1959,1959,Points given,denmark,switzerland,2
cannes-1959,1959,Points given,denmark,united kingdom,1
cannes-1959,1959,Points given,denmark,sweden,1
cannes-1959,1959,Points given,italy,the netherlands,7
cannes-1959,1959,Points given,italy,germany,1
cannes-1959,1959,Points given,italy,france,1
cannes-1959,1959,Points given,italy,denmark,1
cannes-1959,1959,Points given,monaco,united kingdom,2
cannes-1959,1959,Points given,monaco,france,2
cannes-1959,1959,Points given,monaco,switzerland,1
cannes-1959,1959,Points given,monaco,the netherlands,1
cannes-1959,1959,Points given,monaco,denmark,1
cannes-1959,1959,Points given,monaco,belgium,1
cannes-1959,1959,Points given,monaco,italy,1
cannes-1959,1959,Points given,monaco,austria,1
cannes-1959,1959,Points given,the-netherlands,united kingdom,5
cannes-1959,1959,Points given,the-netherlands,sweden,3
cannes-1959,1959,Points given,the-netherlands,belgium,1
cannes-1959,1959,Points given,the-netherlands,denmark,1
cannes-1959,1959,Points given,germany,france,4
cannes-1959,1959,Points given,germany,belgium,3
cannes-1959,1959,Points given,germany,the netherlands,2
cannes-1959,1959,Points given,germany,switzerland,1
cannes-1959,1959,Points given,sweden,denmark ,4
cannes-1959,1959,Points given,sweden,switzerland,3
cannes-1959,1959,Points given,sweden,austria,2
cannes-1959,1959,Points given,sweden,italy,1
cannes-1959,1959,Points given,switzerland,united kingdom,3
cannes-1959,1959,Points given,switzerland,italy,3
cannes-1959,1959,Points given,switzerland,austria,1
cannes-1959,1959,Points given,switzerland,germany,1
cannes-1959,1959,Points given,switzerland,france,1
cannes-1959,1959,Points given,switzerland,denmark,1
cannes-1959,1959,Points given,austria,the netherlands,3
cannes-1959,1959,Points given,austria,united kingdom,2
cannes-1959,1959,Points given,austria,denmark,2
cannes-1959,1959,Points given,austria,switzerland,1
cannes-1959,1959,Points given,austria,monaco,1
cannes-1959,1959,Points given,austria,france,1
cannes-1959,1959,Points given,united-kingdom,switzerland,5
cannes-1959,1959,Points given,united-kingdom,belgium,2
cannes-1959,1959,Points given,united-kingdom,denmark,2
cannes-1959,1959,Points given,united-kingdom,the netherlands,1
cannes-1959,1959,Points given,belgium,the netherlands,3
cannes-1959,1959,Points given,belgium,united kingdom,2
cannes-1959,1959,Points given,belgium,france,2
cannes-1959,1959,Points given,belgium,switzerland,1
cannes-1959,1959,Points given,belgium,germany,1
cannes-1959,1959,Points given,belgium,italy,1
hilversum-1958,1958,Points given,italy,france,6
hilversum-1958,1958,Points given,italy,switzerland,4
hilversum-1958,1958,Points given,the-netherlands,switzerland,6
hilversum-1958,1958,Points given,the-netherlands,sweden,2
hilversum-1958,1958,Points given,the-netherlands,denmark,1
hilversum-1958,1958,Points given,the-netherlands,italy,1
hilversum-1958,1958,Points given,france,austria,3
hilversum-1958,1958,Points given,france,switzerland,3
hilversum-1958,1958,Points given,france,germany,2
hilversum-1958,1958,Points given,france,denmark,1
hilversum-1958,1958,Points given,france,italy,1
hilversum-1958,1958,Points given,luxembourg,switzerland,5
hilversum-1958,1958,Points given,luxembourg,sweden ,3
hilversum-1958,1958,Points given,luxembourg,france,1
hilversum-1958,1958,Points given,luxembourg,austria,1
hilversum-1958,1958,Points given,sweden,switzerland,4
hilversum-1958,1958,Points given,sweden,denmark,1
hilversum-1958,1958,Points given,sweden,france,1
hilversum-1958,1958,Points given,sweden,belgium,1
hilversum-1958,1958,Points given,sweden,germany,1
hilversum-1958,1958,Points given,sweden,austria,1
hilversum-1958,1958,Points given,sweden,italy,1
hilversum-1958,1958,Points given,denmark,france,9
hilversum-1958,1958,Points given,denmark,belgium,1
hilversum-1958,1958,Points given,belgium,italy,4
hilversum-1958,1958,Points given,belgium,switzerland,2
hilversum-1958,1958,Points given,belgium,sweden,1
hilversum-1958,1958,Points given,belgium,france,1
hilversum-1958,1958,Points given,belgium,germany,1
hilversum-1958,1958,Points given,belgium,austria,1
hilversum-1958,1958,Points given,germany,belgium,5
hilversum-1958,1958,Points given,germany,italy,4
hilversum-1958,1958,Points given,germany,france,1
hilversum-1958,1958,Points given,austria,france,7
hilversum-1958,1958,Points given,austria,sweden,1
hilversum-1958,1958,Points given,austria,italy,1
hilversum-1958,1958,Points given,austria,germany,1
hilversum-1958,1958,Points given,switzerland,sweden,3
hilversum-1958,1958,Points given,switzerland,austria,2
hilversum-1958,1958,Points given,switzerland,belgium,1
hilversum-1958,1958,Points given,switzerland,the netherlands,1
hilversum-1958,1958,Points given,switzerland,italy,1
hilversum-1958,1958,Points given,switzerland,france,1
hilversum-1958,1958,Points given,switzerland,luxembourg,1
frankfurt-1957,1957,Points given,belgium,the netherlands,5
frankfurt-1957,1957,Points given,belgium,france,2
frankfurt-1957,1957,Points given,belgium,germany,1
frankfurt-1957,1957,Points given,belgium,italy,1
frankfurt-1957,1957,Points given,belgium,united kingdom,1
frankfurt-1957,1957,Points given,luxembourg,france,4
frankfurt-1957,1957,Points given,luxembourg,the netherlands,3
frankfurt-1957,1957,Points given,luxembourg,switzerland,1
frankfurt-1957,1957,Points given,luxembourg,italy,1
frankfurt-1957,1957,Points given,luxembourg,united kingdom,1
frankfurt-1957,1957,Points given,united-kingdom,denmark,2
frankfurt-1957,1957,Points given,united-kingdom,france,2
frankfurt-1957,1957,Points given,united-kingdom,austria,2
frankfurt-1957,1957,Points given,united-kingdom,italy,2
frankfurt-1957,1957,Points given,united-kingdom,the netherlands,1
frankfurt-1957,1957,Points given,united-kingdom,luxembourg,1
frankfurt-1957,1957,Points given,italy,luxembourg,4
frankfurt-1957,1957,Points given,italy,denmark,3
frankfurt-1957,1957,Points given,italy,switzerland,1
frankfurt-1957,1957,Points given,italy,germany,1
frankfurt-1957,1957,Points given,italy,the netherlands,1
frankfurt-1957,1957,Points given,austria,the netherlands,6
frankfurt-1957,1957,Points given,austria,luxembourg,3
frankfurt-1957,1957,Points given,austria,united kingdom,1
frankfurt-1957,1957,Points given,the-netherlands,denmark,5
frankfurt-1957,1957,Points given,the-netherlands,italy,2
frankfurt-1957,1957,Points given,the-netherlands,france,1
frankfurt-1957,1957,Points given,the-netherlands,austria,1
frankfurt-1957,1957,Points given,the-netherlands,united kingdom,1
frankfurt-1957,1957,Points given,germany,france,6
frankfurt-1957,1957,Points given,germany,belgium,2
frankfurt-1957,1957,Points given,germany,switzerland,1
frankfurt-1957,1957,Points given,germany,the netherlands,1
